id,temperature,humidity,datetime
1,33.5,69.7,2025-08-21 16:43:43
1,29.2,62.5,2025-08-21 16:43:48
1,32.9,67.5,2025-08-21 16:43:53
1,27.8,53.7,2025-08-21 16:43:58
1,33.5,61.4,2025-08-21 16:44:03
1,29.4,51.3,2025-08-21 16:44:08
1,34.8,57.0,2025-08-21 16:44:13
1,31.1,67.4,2025-08-21 16:44:18
1,33.5,67.9,2025-08-21 16:44:23
1,25.1,63.6,2025-08-21 16:44:28
1,28.7,57.6,2025-08-21 16:44:33
1,25.6,69.7,2025-08-21 16:44:38
1,32.5,57.0,2025-08-21 16:44:43
1,33.9,53.4,2025-08-21 16:44:48
1,29.2,60.7,2025-08-21 16:44:53
1,25.0,54.3,2025-08-21 16:44:58
1,26.1,53.1,2025-08-21 16:45:03
1,31.8,55.7,2025-08-21 16:45:08
1,31.1,68.6,2025-08-21 16:45:13
1,33.2,53.6,2025-08-21 16:45:18
1,26.5,68.7,2025-08-21 16:45:23
1,26.1,55.7,2025-08-21 16:45:28
1,27.0,61.6,2025-08-21 16:45:33
1,32.6,53.7,2025-08-21 16:45:38
1,28.3,67.5,2025-08-21 16:45:43
1,28.8,59.0,2025-08-21 16:45:48
1,27.0,61.1,2025-08-21 16:45:53
1,32.1,55.4,2025-08-21 16:45:58
1,30.4,54.1,2025-08-21 16:46:03
1,30.1,58.4,2025-08-21 16:46:08
1,33.2,54.2,2025-08-21 16:46:13
1,31.0,64.2,2025-08-21 16:46:18
1,25.0,57.7,2025-08-21 16:46:23
1,25.4,51.0,2025-08-21 16:46:28
1,33.8,58.0,2025-08-21 16:46:33
1,31.9,67.1,2025-08-21 16:46:38
1,25.0,51.2,2025-08-21 16:46:43
1,34.3,61.2,2025-08-21 16:46:48
1,25.3,68.5,2025-08-21 16:46:53
1,26.2,59.4,2025-08-21 16:46:58
1,32.4,64.5,2025-08-21 16:47:03
1,33.1,57.1,2025-08-21 16:47:08
1,33.9,57.0,2025-08-21 16:47:13
1,26.2,58.2,2025-08-21 16:47:18
1,33.4,64.3,2025-08-21 16:47:23
1,25.7,53.9,2025-08-21 16:47:28
1,33.0,62.6,2025-08-21 16:47:33
1,29.7,56.3,2025-08-21 16:47:38
1,28.8,56.4,2025-08-21 16:47:43
1,34.7,58.2,2025-08-21 16:47:48
1,27.8,60.0,2025-08-21 16:47:53
1,25.4,58.3,2025-08-21 16:47:58
1,27.3,51.3,2025-08-21 16:48:03
1,28.5,58.7,2025-08-21 16:48:08
1,27.1,57.4,2025-08-21 16:48:13
1,25.9,68.2,2025-08-21 16:48:18
1,32.2,63.6,2025-08-21 16:48:23
1,34.7,58.7,2025-08-21 16:48:28
1,31.9,57.5,2025-08-21 16:48:33
1,33.2,55.3,2025-08-21 16:48:38
1,27.4,53.2,2025-08-21 16:48:43
1,30.0,68.4,2025-08-21 16:48:48
1,27.0,66.5,2025-08-21 16:48:53
1,33.6,53.9,2025-08-21 16:48:58
1,33.8,65.8,2025-08-21 16:49:03
1,33.6,54.4,2025-08-21 16:49:08
1,29.7,57.9,2025-08-21 16:49:13
1,31.2,68.1,2025-08-21 16:49:18
1,27.1,67.4,2025-08-21 16:49:23
1,32.1,62.7,2025-08-21 16:49:28
1,30.9,61.2,2025-08-21 16:49:33
1,26.2,61.2,2025-08-21 16:49:38
1,25.5,57.8,2025-08-21 16:49:43
1,25.2,52.4,2025-08-21 16:49:48
1,32.2,52.7,2025-08-21 16:49:53
1,31.2,63.0,2025-08-21 16:49:58
1,30.8,61.0,2025-08-21 16:50:03
1,26.4,51.5,2025-08-21 16:50:08
1,25.0,63.8,2025-08-21 16:50:13
1,33.2,60.1,2025-08-21 16:50:18
1,26.3,62.7,2025-08-21 16:50:23
1,32.6,52.7,2025-08-21 16:50:28
1,32.9,64.3,2025-08-21 16:50:33
1,25.5,58.7,2025-08-21 16:50:38
1,32.0,66.7,2025-08-21 16:50:43
1,26.4,62.2,2025-08-21 16:50:48
1,32.0,53.3,2025-08-21 16:50:53
1,26.4,62.6,2025-08-21 16:50:58
1,32.6,61.0,2025-08-21 16:51:03
1,34.1,56.7,2025-08-21 16:51:08
1,29.0,64.2,2025-08-21 16:51:13
1,29.9,51.8,2025-08-21 16:51:18
1,31.9,50.8,2025-08-21 16:51:23
1,29.0,67.4,2025-08-21 16:51:28
1,25.2,51.8,2025-08-21 16:51:33
1,34.9,54.4,2025-08-21 16:51:38
1,30.9,66.9,2025-08-21 16:51:43
1,25.5,67.4,2025-08-21 16:51:48
1,25.2,56.4,2025-08-21 16:51:53
1,29.8,62.2,2025-08-21 16:51:58
1,26.7,69.4,2025-08-21 16:52:03
1,34.2,60.1,2025-08-21 16:52:08
1,26.0,65.8,2025-08-21 16:52:13
1,30.9,50.4,2025-08-21 16:52:18
1,26.3,50.0,2025-08-21 16:52:23
1,33.8,60.8,2025-08-21 16:52:28
1,29.9,51.6,2025-08-21 16:52:33
1,30.8,65.9,2025-08-21 16:52:38
1,32.4,50.2,2025-08-21 16:52:43
1,26.9,62.7,2025-08-21 16:52:48
1,30.9,59.5,2025-08-21 16:52:53
1,26.9,50.9,2025-08-21 16:52:58
1,28.1,63.7,2025-08-21 16:53:03
1,30.1,68.0,2025-08-21 16:53:08
1,29.1,61.0,2025-08-21 16:53:13
1,33.9,62.3,2025-08-21 16:53:18
1,34.7,62.8,2025-08-21 16:53:23
1,27.2,64.7,2025-08-21 16:53:28
1,32.1,64.7,2025-08-21 16:53:33
1,30.9,56.2,2025-08-21 16:53:38
1,32.5,54.9,2025-08-21 16:53:43
1,29.1,67.1,2025-08-21 16:53:48
1,26.9,58.1,2025-08-21 16:53:53
1,33.9,50.7,2025-08-21 16:53:58
1,29.0,63.7,2025-08-21 16:54:03
1,32.4,68.6,2025-08-21 16:54:08
1,29.7,68.4,2025-08-21 16:54:13
1,29.0,56.8,2025-08-21 16:54:18
1,29.3,58.9,2025-08-21 16:54:23
1,26.7,59.0,2025-08-21 16:54:28
1,33.4,62.3,2025-08-21 16:54:33
1,27.3,58.3,2025-08-21 16:54:38
1,25.1,65.8,2025-08-21 16:54:43
1,28.9,57.0,2025-08-21 16:54:48
1,31.3,54.2,2025-08-21 16:54:53
1,31.4,64.5,2025-08-21 16:54:58
1,34.2,50.3,2025-08-21 16:55:03
1,29.5,55.8,2025-08-21 16:55:08
1,29.2,69.8,2025-08-21 16:55:13
1,27.8,62.7,2025-08-21 16:55:18
1,25.8,50.8,2025-08-21 16:55:23
1,34.6,57.3,2025-08-21 16:55:28
1,32.8,50.2,2025-08-21 16:55:33
1,25.5,64.9,2025-08-21 16:55:38
1,28.4,54.5,2025-08-21 16:55:43
1,26.8,58.5,2025-08-21 16:55:48
1,26.5,55.6,2025-08-21 16:55:53
1,26.4,58.9,2025-08-21 16:55:58
1,34.1,65.8,2025-08-21 16:56:03
1,25.9,58.1,2025-08-21 16:56:08
1,28.0,60.9,2025-08-21 16:56:13
1,29.5,52.8,2025-08-21 16:56:18
1,29.0,52.6,2025-08-21 16:56:23
1,27.7,53.3,2025-08-21 16:56:28
1,26.0,55.1,2025-08-21 16:56:33
1,30.9,56.6,2025-08-21 16:56:38
1,32.2,60.5,2025-08-21 16:56:43
1,32.5,67.6,2025-08-21 16:56:48
1,32.5,68.5,2025-08-21 16:56:53
1,25.0,68.2,2025-08-21 16:56:58
1,33.0,56.8,2025-08-21 16:57:03
1,28.9,54.3,2025-08-21 16:57:08
1,28.2,56.0,2025-08-21 16:57:13
1,30.4,50.9,2025-08-21 16:57:18
1,31.5,67.8,2025-08-21 16:57:23
1,30.2,55.6,2025-08-21 16:57:28
1,27.6,58.3,2025-08-21 16:57:33
1,27.9,51.5,2025-08-21 16:57:38
1,27.2,61.1,2025-08-21 16:57:43
1,34.7,68.1,2025-08-21 16:57:48
1,27.9,69.5,2025-08-21 16:57:53
1,34.3,58.9,2025-08-21 16:57:58
1,33.7,60.3,2025-08-21 16:58:03
1,26.1,67.4,2025-08-21 16:58:08
1,25.3,63.8,2025-08-21 16:58:13
1,33.5,63.9,2025-08-21 16:58:18
1,31.3,62.9,2025-08-21 16:58:23
1,25.8,55.3,2025-08-21 16:58:28
1,25.3,62.6,2025-08-21 16:58:33
1,33.4,58.7,2025-08-21 16:58:38
1,33.3,51.2,2025-08-21 16:58:43
1,28.3,51.0,2025-08-21 16:58:48
1,28.8,52.3,2025-08-21 16:58:53
1,34.4,54.5,2025-08-21 16:58:58
1,31.3,52.8,2025-08-21 16:59:03
1,27.0,61.3,2025-08-21 16:59:08
1,27.9,51.5,2025-08-21 16:59:13
1,33.2,58.7,2025-08-21 16:59:18
1,26.4,65.3,2025-08-21 16:59:23
1,30.0,60.7,2025-08-21 16:59:28
1,29.7,58.2,2025-08-21 16:59:33
1,25.8,60.8,2025-08-21 16:59:38
1,34.5,65.3,2025-08-21 16:59:43
1,34.9,62.1,2025-08-21 16:59:48
1,34.3,53.7,2025-08-21 16:59:53
1,33.7,55.7,2025-08-21 16:59:58
1,27.0,52.4,2025-08-21 17:00:03
1,25.1,58.2,2025-08-21 17:00:08
1,25.3,62.5,2025-08-21 17:00:13
1,30.7,57.8,2025-08-21 17:00:18
1,32.5,64.7,2025-08-21 17:00:23
1,27.8,63.6,2025-08-21 17:00:28
1,34.7,59.2,2025-08-21 17:00:33
1,31.3,55.6,2025-08-21 17:00:38
1,30.7,58.1,2025-08-21 17:00:43
1,25.3,58.4,2025-08-21 17:00:48
1,30.8,61.8,2025-08-21 17:00:53
1,34.6,62.8,2025-08-21 17:00:58
1,30.8,63.8,2025-08-21 17:01:03
1,32.9,62.6,2025-08-21 17:01:08
1,30.3,52.4,2025-08-21 17:01:13
1,32.8,50.7,2025-08-21 17:01:18
1,32.5,66.8,2025-08-21 17:01:23
1,26.1,63.8,2025-08-21 17:01:28
1,27.7,64.6,2025-08-21 17:01:33
1,29.7,51.0,2025-08-21 17:01:38
1,27.2,57.3,2025-08-21 17:01:43
1,30.0,51.6,2025-08-21 17:01:48
1,34.9,57.2,2025-08-21 17:01:53
1,29.7,61.5,2025-08-21 17:01:58
1,28.6,52.7,2025-08-21 17:02:03
1,26.3,52.3,2025-08-21 17:02:08
1,26.4,61.8,2025-08-21 17:02:13
1,25.7,59.1,2025-08-21 17:02:18
1,34.3,63.8,2025-08-21 17:02:23
1,33.5,58.1,2025-08-21 17:02:28
1,28.9,55.7,2025-08-21 17:02:33
1,30.0,54.6,2025-08-21 17:02:38
1,29.2,67.9,2025-08-21 17:02:43
1,26.1,64.0,2025-08-21 17:02:48
1,34.7,66.3,2025-08-21 17:02:53
1,31.7,62.1,2025-08-21 17:02:58
1,25.4,67.6,2025-08-21 17:03:03
1,30.6,51.4,2025-08-21 17:03:08
1,25.2,55.9,2025-08-21 17:03:13
1,27.1,54.0,2025-08-21 17:03:18
1,30.5,52.5,2025-08-21 17:03:23
1,29.9,60.5,2025-08-21 17:03:28
1,34.8,67.2,2025-08-21 17:03:33
1,33.2,66.6,2025-08-21 17:03:38
1,28.1,67.1,2025-08-21 17:03:43
1,33.1,52.8,2025-08-21 17:03:48
1,32.5,57.2,2025-08-21 17:03:53
1,30.4,66.1,2025-08-21 17:03:58
1,33.2,62.6,2025-08-21 17:04:03
1,32.4,63.1,2025-08-21 17:04:08
1,28.4,56.9,2025-08-21 17:04:13
1,32.1,53.5,2025-08-21 17:04:18
1,28.2,68.1,2025-08-21 17:04:23
1,27.8,58.2,2025-08-21 17:04:28
1,31.4,59.5,2025-08-21 17:04:33
1,34.9,58.2,2025-08-21 17:04:38
1,32.2,57.0,2025-08-21 17:04:43
1,31.3,68.6,2025-08-21 17:04:48
1,34.7,50.1,2025-08-21 17:04:53
1,26.6,50.1,2025-08-21 17:04:58
1,26.7,66.5,2025-08-21 17:05:03
1,31.0,52.5,2025-08-21 17:05:08
1,29.0,65.9,2025-08-21 17:05:13
1,27.5,69.5,2025-08-21 17:05:18
1,29.7,60.9,2025-08-21 17:05:23
1,33.2,57.7,2025-08-21 17:05:28
1,30.3,58.2,2025-08-21 17:05:33
1,34.9,65.2,2025-08-21 17:05:38
1,26.1,58.5,2025-08-21 17:05:43
1,27.3,52.7,2025-08-21 17:05:48
1,30.6,64.0,2025-08-21 17:05:53
1,30.1,59.6,2025-08-21 17:05:58
1,29.0,63.4,2025-08-21 17:06:03
1,31.7,63.4,2025-08-21 17:06:08
1,26.9,57.3,2025-08-21 17:06:13
1,34.0,67.9,2025-08-21 17:06:18
1,33.9,67.0,2025-08-21 17:06:23
1,34.8,53.0,2025-08-21 17:06:28
1,33.0,56.0,2025-08-21 17:06:33
1,33.8,69.3,2025-08-21 17:06:38
1,31.7,55.8,2025-08-21 17:06:43
1,25.2,61.9,2025-08-21 17:06:48
1,27.1,54.0,2025-08-21 17:06:53
1,33.7,56.0,2025-08-21 17:06:58
1,28.1,50.0,2025-08-21 17:07:03
1,31.2,58.2,2025-08-21 17:07:08
1,34.7,67.9,2025-08-21 17:07:13
1,30.9,60.3,2025-08-21 17:07:18
1,29.6,69.3,2025-08-21 17:07:23
1,25.0,52.8,2025-08-21 17:07:28
1,33.8,66.1,2025-08-21 17:07:33
1,32.7,67.8,2025-08-21 17:07:38
1,28.1,58.6,2025-08-21 17:07:43
1,26.6,63.8,2025-08-21 17:07:48
1,31.3,60.3,2025-08-21 17:07:53
1,25.8,67.5,2025-08-21 17:07:58
1,28.5,67.4,2025-08-21 17:08:03
1,28.6,50.5,2025-08-21 17:08:08
1,25.7,65.8,2025-08-21 17:08:13
1,29.5,53.6,2025-08-21 17:08:18
1,26.4,51.0,2025-08-21 17:08:23
1,30.6,59.6,2025-08-21 17:08:28
1,25.2,68.6,2025-08-21 17:08:33
1,31.1,55.5,2025-08-21 17:08:38
1,34.0,60.5,2025-08-21 17:08:43
1,25.5,66.4,2025-08-21 17:08:48
1,29.9,61.2,2025-08-21 17:08:53
1,29.3,62.3,2025-08-21 17:08:58
1,27.8,64.7,2025-08-21 17:09:03
1,27.3,53.0,2025-08-21 17:09:08
1,30.3,65.8,2025-08-21 17:09:13
1,31.1,58.0,2025-08-21 17:09:18
1,30.6,50.9,2025-08-21 17:09:23
1,32.6,57.5,2025-08-21 17:09:28
1,29.7,58.2,2025-08-21 17:09:33
1,27.0,66.9,2025-08-21 17:09:38
1,26.7,59.5,2025-08-21 17:09:43
1,34.5,69.9,2025-08-21 17:09:48
1,27.4,69.3,2025-08-21 17:09:53
1,26.2,68.0,2025-08-21 17:09:58
1,30.7,57.8,2025-08-21 17:10:03
1,34.5,52.9,2025-08-21 17:10:08
1,30.6,62.7,2025-08-21 17:10:13
1,25.4,66.6,2025-08-21 17:10:18
1,34.9,52.6,2025-08-21 17:10:23
